%%MatrixMarket matrix coordinate  real general
800 800 2400
1 1 -1.6632855425830856965774273703573271632194519042968750000000000000e+00
1 2 6.5255356046273043091332510812208056449890136718750000000000000000e+00
1 3 -3.8622500620442177243774040107382461428642272949218750000000000000e+00
2 1 -3.8530296592790751475376964663155376911163330078125000000000000000e+00
2 2 9.7215631248329916758166291401721537113189697265625000000000000000e+00
2 3 -4.8685334655539165282789326738566160202026367187500000000000000000e+00
3 2 -3.8438255949249588994121040741447359323501586914062500000000000000e+00
3 3 9.5848663178544910579148563556373119354248046875000000000000000000e+00
3 4 -4.7410407229295321585027522814925760030746459960937500000000000000e+00
4 3 -3.8346316709465266825418439111672341823577880859375000000000000000e+00
4 4 9.4731766960699133051093667745590209960937500000000000000000000000e+00
4 5 -4.6385450251233875107459425635170191526412963867187500000000000000e+00
5 4 -3.8254478904576556530514608311932533979415893554687500000000000000e+00
5 5 9.3793579334389498569635179592296481132507324218750000000000000000e+00
5 6 -4.5539100429812950920904768281616270542144775390625000000000000000e+00
6 5 -3.8162742565714720122116432321490719914436340332031250000000000000e+00
6 6 9.2987438766782126720045198453590273857116699218750000000000000000e+00
6 7 -4.4824696201067411038820864632725715637207031250000000000000000000e+00
7 6 -3.8071107723995436522557156422408297657966613769531250000000000000e+00
7 7 9.2281583315997597338764535379596054553985595703125000000000000000e+00
7 8 -4.4210475592002165257099477457813918590545654296875000000000000000e+00
8 7 -3.7979574410564209685503556102048605680465698242187500000000000000e+00
8 8 9.1653652873285800239955278811976313591003417968750000000000000000e+00
8 9 -4.3674078462721581672667525708675384521484375000000000000000000000e+00
9 8 -3.7888142656573413624698787316447123885154724121093750000000000000e+00
9 9 9.1087457270258251895711509860120713710784912109375000000000000000e+00
9 10 -4.3199314613684842711904821044299751520156860351562500000000000000e+00
10 9 -3.7796812493143643330029135540826246142387390136718750000000000000e+00
10 10 9.0570995808312346753154997713863849639892578125000000000000000000e+00
10 11 -4.2774183315168698982233763672411441802978515625000000000000000000e+00
11 10 -3.7705583951435137635144201340153813362121582031250000000000000000e+00
11 11 9.0095180781506858380680569098331034183502197265625000000000000000e+00
11 12 -4.2389596830071729627320564759429544210433959960937500000000000000e+00
12 11 -3.7614457062596806657950310182059183716773986816406250000000000000e+00
12 12 8.9653009704269841506629745708778500556945800781250000000000000000e+00
12 13 -4.2038552641673030407787337026093155145645141601562500000000000000e+00
13 12 -3.7523431857778426490312995156273245811462402343750000000000000000e+00
13 13 8.9239002074791802243680649553425610065460205078125000000000000000e+00
13 14 -4.1715570217013375753367654397152364253997802734375000000000000000e+00
14 13 -3.7432508368128742937130937207257375121116638183593750000000000000e+00
14 14 8.8848804218622596806653746170923113822937011718750000000000000000e+00
14 15 -4.1416295850493840546846513461787253618240356445312500000000000000e+00
15 14 -3.7341686624797540972053866425994783639907836914062500000000000000e+00
15 15 8.8478920042663578016117753577418625354766845703125000000000000000e+00
15 16 -4.1137233417866037044063887151423841714859008789062500000000000000e+00
16 15 -3.7250966658969399958323265309445559978485107421875000000000000000e+00
16 16 8.8126504911218539461970067350193858146667480468750000000000000000e+00
16 17 -4.0875538252249139503646802040748298168182373046875000000000000000e+00
17 16 -3.7160348501785986918832804803969338536262512207031250000000000000e+00
17 17 8.7789223717176891881308620213530957698822021484375000000000000000e+00
17 18 -4.0628875215390900521583716908935457468032836914062500000000000000e+00
18 17 -3.7069832184413864517580350366188213229179382324218750000000000000e+00
18 18 8.7465145493296176937292329967021942138671875000000000000000000000e+00
18 19 -4.0395313308882307978819881100207567214965820312500000000000000000e+00
19 18 -3.6979417738038269369837962585734203457832336425781250000000000000e+00
19 19 8.7152651779803633758092473726719617843627929687500000000000000000e+00
19 20 -4.0173234041765368829146609641611576080322265625000000000000000000e+00
20 19 -3.6889105193827567141795498173451051115989685058593750000000000000e+00
20 20 8.6850382939263202075608205632306635379791259765625000000000000000e+00
20 21 -3.9961277745435639374704805959481745958328247070312500000000000000e+00
21 20 -3.6798894582941366060424570605391636490821838378906250000000000000e+00
21 21 8.6557187743628887233171553816646337509155273437500000000000000000e+00
21 22 -3.9758293160687521172746983211254701018333435058593750000000000000e+00
22 21 -3.6708785936561905138830752548528835177421569824218750000000000000e+00
22 22 8.6272079972562689675896763219498097896575927734375000000000000000e+00
22 23 -3.9563294036000788977958109171595424413681030273437500000000000000e+00
23 22 -3.6618779285876219553585997346090152859687805175781250000000000000e+00
23 23 8.5994216107175418528640875592827796936035156250000000000000000000e+00
23 24 -3.9375436821299203415946976747363805770874023437500000000000000000e+00
24 23 -3.6528874662072228218789859965909272432327270507812500000000000000e+00
