%%MatrixMarket matrix coordinate  real general
800 800 2400
1 1 1.0434654633342699270315279136411845684051513671875000000000000000e+00
1 2 -3.4425293257295812299201287487449008040130138397216796875000000000e-02
1 3 -9.0401700769740279961528273133808397687971591949462890625000000000e-03
2 1 -4.9856477025491952037583587298286147415637969970703125000000000000e-02
2 2 1.1896742561854383168906679202336817979812622070312500000000000000e+00
2 3 -1.3981777915994642036423556419322267174720764160156250000000000000e-01
3 2 -1.1234618956237915621265699428477091714739799499511718750000000000e-01
3 3 1.3448394853453382591368381326901726424694061279296875000000000000e+00
3 4 -2.3249329578295910292418113840540172532200813293457031250000000000e-01
4 3 -1.9447161797932729920823646807548357173800468444824218750000000000e-01
4 4 1.5355130611314502520059477319591678678989410400390625000000000000e+00
4 5 -3.4104144315212292504213564825477078557014465332031250000000000000e-01
5 4 -2.9085317091595680460969219893740955740213394165039062500000000000e-01
5 5 1.7502947076998953690463167731650173664093017578125000000000000000e+00
5 6 -4.5944153678393850892547334296978078782558441162109375000000000000e-01
6 5 -4.0726830984410389291383580712135881185531616210937500000000000000e-01
6 6 2.0056523935804326796983332314994186162948608398437500000000000000e+00
6 7 -5.9838408373632878678449742437805980443954467773437500000000000000e-01
7 6 -5.3307273657086784446335059328703209757804870605468750000000000000e-01
7 7 2.2758993130401456994604814099147915840148925781250000000000000000e+00
7 8 -7.4282657646927796601943327914341352880001068115234375000000000000e-01
8 7 -6.7409180616856434475892001501051709055900573730468750000000000000e-01
8 8 2.5761868783396808524344123725313693284988403320312500000000000000e+00
8 9 -9.0209507217111639665318989500519819557666778564453125000000000000e-01
9 8 -8.3387849111119705103334354134858585894107818603515625000000000000e-01
9 9 2.9147071403738875616795667156111449003219604492187500000000000000e+00
9 10 -1.0808286492626903996239207117469049990177154541015625000000000000e+00
10 9 -9.8372273647326402556956281841848976910114288330078125000000000000e-01
10 10 3.2263192499151829295556126453448086977005004882812500000000000000e+00
10 11 -1.2425965134419190150083522894419729709625244140625000000000000000e+00
